Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Valeur
"FS","Données de la sécurité alimentaire","102","Iran (République islamique d')","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","15883.4"
"FS","Données de la sécurité alimentaire","102","Iran (République islamique d')","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.93"
"FS","Données de la sécurité alimentaire","102","Iran (République islamique d')","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2371"
"FS","Données de la sécurité alimentaire","103","Iraq","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","14.3"
"FS","Données de la sécurité alimentaire","103","Iraq","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","10526.4"
"FS","Données de la sécurité alimentaire","103","Iraq","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-2.31"
"FS","Données de la sécurité alimentaire","103","Iraq","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2267"
"FS","Données de la sécurité alimentaire","104","Irlande","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","68"
"FS","Données de la sécurité alimentaire","104","Irlande","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","77749.2"
"FS","Données de la sécurité alimentaire","104","Irlande","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","1"
"FS","Données de la sécurité alimentaire","104","Irlande","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2465"
"FS","Données de la sécurité alimentaire","99","Islande","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","103"
"FS","Données de la sécurité alimentaire","99","Islande","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","55638.5"
"FS","Données de la sécurité alimentaire","99","Islande","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","1.35"
"FS","Données de la sécurité alimentaire","99","Islande","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2531"
"FS","Données de la sécurité alimentaire","105","Israël","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","74.7"
"FS","Données de la sécurité alimentaire","105","Israël","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","39121.3"
"FS","Données de la sécurité alimentaire","105","Israël","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.89"
"FS","Données de la sécurité alimentaire","105","Israël","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2289"
"FS","Données de la sécurité alimentaire","106","Italie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","54"
"FS","Données de la sécurité alimentaire","106","Italie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","41581.1"
"FS","Données de la sécurité alimentaire","106","Italie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.31"
"FS","Données de la sécurité alimentaire","106","Italie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2521"
"FS","Données de la sécurité alimentaire","109","Jamaïque","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","36"
"FS","Données de la sécurité alimentaire","109","Jamaïque","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","9600.1"
"FS","Données de la sécurité alimentaire","109","Jamaïque","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.31"
"FS","Données de la sécurité alimentaire","109","Jamaïque","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2445"
"FS","Données de la sécurité alimentaire","110","Japon","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","47.7"
"FS","Données de la sécurité alimentaire","110","Japon","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","41444.2"
"FS","Données de la sécurité alimentaire","110","Japon","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","1.11"
"FS","Données de la sécurité alimentaire","110","Japon","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2414"
"FS","Données de la sécurité alimentaire","112","Jordanie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","24"
"FS","Données de la sécurité alimentaire","112","Jordanie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","10003.6"
"FS","Données de la sécurité alimentaire","112","Jordanie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.45"
"FS","Données de la sécurité alimentaire","112","Jordanie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2322"
"FS","Données de la sécurité alimentaire","108","Kazakhstan","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","55"
"FS","Données de la sécurité alimentaire","108","Kazakhstan","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","24863"
"FS","Données de la sécurité alimentaire","108","Kazakhstan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.03"
"FS","Données de la sécurité alimentaire","108","Kazakhstan","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2341"
"FS","Données de la sécurité alimentaire","114","Kenya","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","15"
"FS","Données de la sécurité alimentaire","114","Kenya","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","4203.6"
"FS","Données de la sécurité alimentaire","114","Kenya","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-1.13"
"FS","Données de la sécurité alimentaire","114","Kenya","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2205"
"FS","Données de la sécurité alimentaire","113","Kirghizistan","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","34"
"FS","Données de la sécurité alimentaire","113","Kirghizistan","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","5046.7"
"FS","Données de la sécurité alimentaire","113","Kirghizistan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.38"
"FS","Données de la sécurité alimentaire","113","Kirghizistan","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2323"
"FS","Données de la sécurité alimentaire","83","Kiribati","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","36.7"
"FS","Données de la sécurité alimentaire","83","Kiribati","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","2069.1"
"FS","Données de la sécurité alimentaire","83","Kiribati","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.88"
"FS","Données de la sécurité alimentaire","83","Kiribati","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2195"
"FS","Données de la sécurité alimentaire","118","Koweït","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","48"
"FS","Données de la sécurité alimentaire","118","Koweït","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","50855.6"
"FS","Données de la sécurité alimentaire","118","Koweït","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.05"
"FS","Données de la sécurité alimentaire","118","Koweït","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2474"
"FS","Données de la sécurité alimentaire","122","Lesotho","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","19"
"FS","Données de la sécurité alimentaire","122","Lesotho","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","2668.3"
"FS","Données de la sécurité alimentaire","122","Lesotho","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.19"
"FS","Données de la sécurité alimentaire","122","Lesotho","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2299"
"FS","Données de la sécurité alimentaire","119","Lettonie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","58.4"
"FS","Données de la sécurité alimentaire","119","Lettonie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","28673.6"
"FS","Données de la sécurité alimentaire","119","Lettonie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.46"
"FS","Données de la sécurité alimentaire","119","Lettonie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2452"
"FS","Données de la sécurité alimentaire","121","Liban","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","22.7"
"FS","Données de la sécurité alimentaire","121","Liban","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","15953.7"
"FS","Données de la sécurité alimentaire","121","Liban","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-1.63"
"FS","Données de la sécurité alimentaire","121","Liban","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2385"
"FS","Données de la sécurité alimentaire","123","Libéria","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","10.7"
"FS","Données de la sécurité alimentaire","123","Libéria","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","1564.2"
"FS","Données de la sécurité alimentaire","123","Libéria","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.33"
"FS","Données de la sécurité alimentaire","123","Libéria","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2201"
"FS","Données de la sécurité alimentaire","124","Libye","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018",""
"FS","Données de la sécurité alimentaire","124","Libye","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","23468"
"FS","Données de la sécurité alimentaire","124","Libye","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-2.36"
"FS","Données de la sécurité alimentaire","124","Libye","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2378"
"FS","Données de la sécurité alimentaire","126","Lituanie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","75.3"
"FS","Données de la sécurité alimentaire","126","Lituanie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","33761.9"
"FS","Données de la sécurité alimentaire","126","Lituanie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.78"
"FS","Données de la sécurité alimentaire","126","Lituanie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2464"
"FS","Données de la sécurité alimentaire","256","Luxembourg","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","67.6"
"FS","Données de la sécurité alimentaire","256","Luxembourg","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","114986"
"FS","Données de la sécurité alimentaire","256","Luxembourg","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","1.33"
"FS","Données de la sécurité alimentaire","256","Luxembourg","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2576"
"FS","Données de la sécurité alimentaire","154","Macédoine du Nord","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","35.3"
"FS","Données de la sécurité alimentaire","154","Macédoine du Nord","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","15706.4"
"FS","Données de la sécurité alimentaire","154","Macédoine du Nord","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.25"
"FS","Données de la sécurité alimentaire","154","Macédoine du Nord","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2505"
"FS","Données de la sécurité alimentaire","129","Madagascar","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","9"
"FS","Données de la sécurité alimentaire","129","Madagascar","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","1584.4"
"FS","Données de la sécurité alimentaire","129","Madagascar","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.3"
"FS","Données de la sécurité alimentaire","129","Madagascar","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2151"
"FS","Données de la sécurité alimentaire","131","Malaisie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","43.7"
"FS","Données de la sécurité alimentaire","131","Malaisie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","26661.5"
"FS","Données de la sécurité alimentaire","131","Malaisie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.12"
"FS","Données de la sécurité alimentaire","131","Malaisie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2380"
"FS","Données de la sécurité alimentaire","130","Malawi","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","12.7"
"FS","Données de la sécurité alimentaire","130","Malawi","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","1472.1"
"FS","Données de la sécurité alimentaire","130","Malawi","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.25"
"FS","Données de la sécurité alimentaire","130","Malawi","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2160"
"FS","Données de la sécurité alimentaire","132","Maldives","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018",""
"FS","Données de la sécurité alimentaire","132","Maldives","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","18057.9"
"FS","Données de la sécurité alimentaire","132","Maldives","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.23"
"FS","Données de la sécurité alimentaire","132","Maldives","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2470"
"FS","Données de la sécurité alimentaire","133","Mali","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","18"
"FS","Données de la sécurité alimentaire","133","Mali","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","2246.8"
"FS","Données de la sécurité alimentaire","133","Mali","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-1.91"
"FS","Données de la sécurité alimentaire","133","Mali","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2094"
"FS","Données de la sécurité alimentaire","134","Malte","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","64.7"
"FS","Données de la sécurité alimentaire","134","Malte","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","43559.3"
"FS","Données de la sécurité alimentaire","134","Malte","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","1.25"
"FS","Données de la sécurité alimentaire","134","Malte","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2526"
"FS","Données de la sécurité alimentaire","143","Maroc","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","27.3"
"FS","Données de la sécurité alimentaire","143","Maroc","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","7312.1"
"FS","Données de la sécurité alimentaire","143","Maroc","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.37"
"FS","Données de la sécurité alimentaire","143","Maroc","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2366"
"FS","Données de la sécurité alimentaire","137","Maurice","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","39.3"
"FS","Données de la sécurité alimentaire","137","Maurice","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","21415.1"
"FS","Données de la sécurité alimentaire","137","Maurice","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.97"
"FS","Données de la sécurité alimentaire","137","Maurice","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2437"
"FS","Données de la sécurité alimentaire","136","Mauritanie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","29.7"
"FS","Données de la sécurité alimentaire","136","Mauritanie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","5108.5"
"FS","Données de la sécurité alimentaire","136","Mauritanie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.63"
"FS","Données de la sécurité alimentaire","136","Mauritanie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2238"
"FS","Données de la sécurité alimentaire","138","Mexique","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","44"
"FS","Données de la sécurité alimentaire","138","Mexique","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","19721.3"
"FS","Données de la sécurité alimentaire","138","Mexique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.8"
"FS","Données de la sécurité alimentaire","138","Mexique","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2378"
"FS","Données de la sécurité alimentaire","145","Micronésie (États fédérés de)","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018",""
"FS","Données de la sécurité alimentaire","145","Micronésie (États fédérés de)","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","3489.7"
"FS","Données de la sécurité alimentaire","145","Micronésie (États fédérés de)","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","1.18"
"FS","Données de la sécurité alimentaire","145","Micronésie (États fédérés de)","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2253"
"FS","Données de la sécurité alimentaire","141","Mongolie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","64"
"FS","Données de la sécurité alimentaire","141","Mongolie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","11366.3"
"FS","Données de la sécurité alimentaire","141","Mongolie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.79"
"FS","Données de la sécurité alimentaire","141","Mongolie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2311"
"FS","Données de la sécurité alimentaire","273","Monténégro","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","68.3"
"FS","Données de la sécurité alimentaire","273","Monténégro","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","19682.3"
"FS","Données de la sécurité alimentaire","273","Monténégro","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.06"
"FS","Données de la sécurité alimentaire","273","Monténégro","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2481"
"FS","Données de la sécurité alimentaire","144","Mozambique","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018",""
"FS","Données de la sécurité alimentaire","144","Mozambique","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","1283.7"
"FS","Données de la sécurité alimentaire","144","Mozambique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.93"
"FS","Données de la sécurité alimentaire","144","Mozambique","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2135"
"FS","Données de la sécurité alimentaire","28","Myanmar","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","44.3"
"FS","Données de la sécurité alimentaire","28","Myanmar","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","4224.5"
"FS","Données de la sécurité alimentaire","28","Myanmar","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-1.08"
"FS","Données de la sécurité alimentaire","28","Myanmar","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2300"
"FS","Données de la sécurité alimentaire","147","Namibie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","22.7"
"FS","Données de la sécurité alimentaire","147","Namibie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","10171.4"
"FS","Données de la sécurité alimentaire","147","Namibie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.63"
"FS","Données de la sécurité alimentaire","147","Namibie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2254"
"FS","Données de la sécurité alimentaire","148","Nauru","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018",""
"FS","Données de la sécurité alimentaire","148","Nauru","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","12973.8"
"FS","Données de la sécurité alimentaire","148","Nauru","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.52"
"FS","Données de la sécurité alimentaire","148","Nauru","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017",""
"FS","Données de la sécurité alimentaire","149","Népal","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","12.3"
"FS","Données de la sécurité alimentaire","149","Népal","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","3565.2"
"FS","Données de la sécurité alimentaire","149","Népal","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.61"
"FS","Données de la sécurité alimentaire","149","Népal","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2238"
"FS","Données de la sécurité alimentaire","157","Nicaragua","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","19.3"
"FS","Données de la sécurité alimentaire","157","Nicaragua","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","6004"
"FS","Données de la sécurité alimentaire","157","Nicaragua","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.05"
"FS","Données de la sécurité alimentaire","157","Nicaragua","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2289"
"FS","Données de la sécurité alimentaire","158","Niger","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","10"
"FS","Données de la sécurité alimentaire","158","Niger","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","1163.2"
"FS","Données de la sécurité alimentaire","158","Niger","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-1.27"
"FS","Données de la sécurité alimentaire","158","Niger","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017",""
"FS","Données de la sécurité alimentaire","159","Nigéria","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","7"
"FS","Données de la sécurité alimentaire","159","Nigéria","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","5190.4"
"FS","Données de la sécurité alimentaire","159","Nigéria","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-2"
"FS","Données de la sécurité alimentaire","159","Nigéria","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2161"
"FS","Données de la sécurité alimentaire","160","Nioué","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018",""
"FS","Données de la sécurité alimentaire","160","Nioué","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017",""
"FS","Données de la sécurité alimentaire","160","Nioué","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017",""
"FS","Données de la sécurité alimentaire","160","Nioué","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017",""
"FS","Données de la sécurité alimentaire","162","Norvège","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","66.7"
"FS","Données de la sécurité alimentaire","162","Norvège","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","64050.8"
